1 300 4800 3100 0 200
2 200 100 300 100 300
3 5700 600 300 0 100
4 0 100 500 100 100
5 0 100 500 300 100
6 100 100 400 300 200
7 200 100 700 100 200
8 100 100 700 200 300
9 100 400 600 400 300
10 100 100 900 500 300
11 100 200 700 400 200
12 100 100 1000 400 300
13 100 100 1100 500 300
14 100 100 7000 400 500
15 100 0 1200 400 400
16 100 100 1300 700 300
17 100 200 1200 900 400
18 100 100 3300 400 300
19 100 100 1400 9000 300
20 200 100 1900 700 600
21 100 100 1700 600 500
22 100 100 2100 700 600
23 100 100 2300 900 500
24 100 100 2100 800 700
25 100 100 2500 700 5400
26 100 100 2400 1000 700
27 200 200 14300 1100 900
28 100 100 2800 900 700
29 100 100 2500 800 700
30 100 100 2800 10300 800
31 100 100 3000 1200 800
32 200 200 3300 1300 800
33 200 200 9700 1000 800
34 100 200 3000 1300 700
35 100 200 3100 1400 1500
36 100 200 3200 1600 600
37 100 100 3700 1500 800
38 200 100 4400 17600 1000
39 200 200 3700 1900 800
40 100 200 4500 1700 1100
41 200 200 4600 1700 1300
42 100 200 4600 2400 900
43 100 100 4700 2000 900
44 200 200 9600 2000 900
45 100 100 5000 1800 1100
46 100 200 5500 2400 1100
47 100 200 5000 1400 1200
48 200 200 7200 2100 1400
49 200 100 5700 2100 1100
50 200 200 16600 1900 1400
51 100 200 5900 2100 1200
52 100 200 5700 2300 1100
53 100 200 6100 2500 1200
54 200 200 7400 1900 1800
55 100 200 6900 2400 19400
56 200 400 6800 2400 1300
57 200 200 40000 2300 1300
58 200 200 6000 3200 700
59 200 200 8000 2700 1500
60 200 200 7100 3600 1100
61 200 200 8900 3000 1900
62 100 200 8000 2200 1900
63 200 200 34200 2400 1800
64 200 200 8400 3200 1200
65 200 200 9600 2900 2200
66 200 300 10000 3800 1700
67 200 200 9100 3100 2100
68 300 300 10600 3200 2500
69 300 200 10700 4000 1800
70 200 300 10800 3100 2400
71 200 200 10000 3300 1700
72 300 300 10700 3600 2000
73 200 200 11000 3800 2300
74 200 300 10500 3900 1900
75 200 200 10900 4000 1600
76 200 200 12100 3400 2200
77 400 200 11200 4700 2300
78 200 200 9700 4400 1200
79 200 700 11600 3600 2500
80 200 400 21000 4500 2300
81 300 600 12400 4100 3000
82 200 300 11700 3100 2600
83 200 300 17100 4600 2100
84 200 400 14200 14500 2400
85 800 500 15600 3700 2600
86 200 300 43500 5800 2100
87 300 500 21000 5000 2100
88 300 500 13300 5000 1800
89 200 200 13900 5200 1900
90 200 200 14700 5200 2500
91 300 200 14000 5200 2500
92 300 300 13600 4900 2100
93 200 200 15500 4200 2500
94 200 300 17800 5500 3600
95 400 300 17600 4700 3400
96 300 300 63900 6100 2100
97 300 300 16900 6900 2300
98 300 300 16300 5000 3100
99 200 300 17500 5700 2600
100 300 300 20300 6800 2400
101 200 300 20400 5300 3100
102 200 200 17900 6200 2600
103 400 300 20000 7200 2900
104 700 300 20400 5200 3400
105 200 400 20800 5100 4100
106 300 500 20000 6000 3200
107 300 400 19700 6400 3100
108 300 300 21700 6100 3300
109 500 300 20700 8200 3700
110 500 300 20100 7300 3700
111 300 300 78200 213700 3600
112 300 700 21800 7000 4100
113 300 300 24100 7100 3700
114 400 300 21300 7900 3400
115 300 400 23500 8400 3700
116 300 300 25700 6500 5200
117 300 300 22400 9100 2800
118 300 300 24400 6200 3900
119 300 400 22600 7900 3700
120 300 300 25600 8000 4300
121 300 400 22400 6200 6300
122 500 400 26400 9000 3300
123 300 300 24100 8300 3400
124 300 300 26700 8000 3600
125 300 400 28500 7800 4900
126 400 800 25700 6700 4400
127 400 300 27900 8100 4900
128 300 300 25600 8200 3900
129 300 300 29600 9300 3900
130 400 400 26900 10000 4300
131 400 400 27200 7300 3900
132 300 400 31200 8300 3900
133 400 400 29100 8200 4400
134 300 400 31500 9500 3800
135 400 300 29100 9600 4800
136 400 400 33700 8300 5800
137 400 600 39300 7400 5200
138 400 600 31200 9000 4500
139 400 400 31700 9600 4500
140 400 400 34200 8600 5400
141 400 400 32200 9100 4200
142 300 300 90600 8000 5600
143 400 400 34400 8600 5600
144 400 900 33500 10300 5700
145 400 400 34500 12900 3800
146 400 400 36600 9700 5600
147 400 400 41500 10600 5700
148 400 900 37400 14400 4500
149 500 400 39500 11000 5000
150 300 400 36400 11100 5300
151 400 400 37700 10600 6400
152 400 300 39300 11900 5400
153 300 600 59300 9200 7200
154 400 600 35600 13700 4700
155 400 700 40700 10700 8300
156 400 700 41400 13200 5600
157 300 400 38100 13200 4700
158 500 700 40500 10100 5300
159 400 400 42600 10000 6400
160 300 400 40000 11900 5400
161 400 400 43600 12900 6300
162 500 400 41900 14200 6400
163 500 400 51900 15600 6100
164 400 400 43600 13600 5300
165 400 400 590900 12800 7900
166 400 800 47800 15200 4600
167 400 800 44200 11300 59700
168 500 600 44200 12800 7900
169 400 500 48900 13400 6500
170 500 400 46000 11900 7800
171 600 400 45300 11700 6500
172 500 400 91500 10800 6500
173 500 500 48600 273600 6000
174 500 700 58100 14500 6500
175 500 800 124500 11800 7500
176 500 800 51600 16200 6300
177 500 600 47300 17200 6200
178 500 500 51600 14700 7900
179 500 500 51200 16600 6700
180 400 500 50600 16500 4900
181 400 500 98300 17700 6400
182 700 400 53200 14000 6000
183 500 400 54300 16500 6100
184 400 20800 53300 14100 7800
185 400 500 111000 15400 6500
186 400 500 159000 14400 6100
187 500 800 54700 16600 8000
188 500 500 55200 15800 7100
189 500 500 61000 73500 7600
190 600 600 50400 15600 6700
191 500 500 57400 15100 6500
192 600 400 62200 17300 9000
193 500 500 56300 17500 7400
194 500 500 55700 16800 6500
195 600 500 62100 16400 8300
196 500 600 66100 31200 10300
197 7900 1000 58200 17500 7400
198 600 800 62600 15200 9800
199 500 500 61000 19400 9100
200 400 700 59400 16400 8300
201 500 500 65400 20500 48900
202 700 700 63200 17600 7700
203 500 800 66000 18500 8100
204 500 600 69400 19100 9100
205 500 600 69500 66600 7900
206 500 900 67900 17000 9600
207 500 800 58600 27200 8800
208 500 800 71800 18000 9500
209 600 500 128100 18000 7500
210 500 900 152600 19500 7300
211 500 800 76400 18900 8700
212 600 500 69700 20600 7800
213 500 500 69200 18900 8700
214 500 500 73400 27600 7300
215 500 900 72400 23200 8400
216 500 600 75200 18000 50800
217 500 700 64900 18200 8100
218 2400 1000 88600 22000 9500
219 600 900 82000 17900 10600
220 600 800 121100 20300 9700
221 500 700 74600 20000 9900
222 500 600 72000 20300 8300
223 600 600 76900 21600 8700
224 500 600 80400 21600 11400
225 400 800 77800 17800 8200
226 700 600 78300 15600 10600
227 600 700 123900 23300 9300
228 500 600 79400 18600 10400
229 500 600 81400 17100 12200
230 600 800 87200 23000 61800
231 500 600 76900 18200 8700
232 600 1500 90500 21400 10200
233 1000 800 80700 19200 20100
234 600 1800 88600 26100 10300
235 600 37300 86800 24700 10500
236 600 1300 89300 25500 9700
237 600 600 141200 22000 11000
238 600 700 84900 21000 10600
239 600 600 88600 18800 11100
240 600 1200 105900 28800 126100
241 600 800 98400 24000 9800
242 600 1000 96300 23900 10900
243 600 900 174700 103800 9500
244 600 800 90000 21200 13500
245 600 600 218600 26700 8500
246 800 800 89400 23100 12400
247 600 900 93700 26800 9700
248 700 1000 192800 88800 16200
249 600 700 89700 25100 10000
250 600 800 150000 22100 12600
251 600 600 89600 25100 9600
252 500 600 95400 57600 11800
253 600 900 1600600 26100 10200
254 600 1300 250400 29800 10700
255 600 1000 96900 23500 12600
256 700 600 153500 25900 10100
257 900 1100 112200 35700 10300
258 1300 1000 113800 27400 20600
259 600 800 141100 29100 10000
260 600 800 110300 227900 10300
261 700 1000 143700 29300 23200
262 1000 900 1833700 27500 11500
263 600 1100 100700 23500 12800
264 700 900 118100 23100 21500
265 600 700 667700 23900 11100
266 700 900 107600 24300 13000
267 700 900 1814100 25100 13300
268 600 1000 614400 29500 15700
269 600 1000 120400 26100 10500
270 500 1200 116900 25300 13400
271 600 600 209600 29500 10000
272 700 700 269300 30900 11500
273 1100 1000 111000 24100 15900
274 600 700 115300 24900 14100
275 600 700 104100 28800 14400
276 700 700 108200 31600 12600
277 600 800 121900 29800 14100
278 700 700 738800 32200 11400
279 700 1000 112600 30100 13600
280 700 700 113800 31100 13000
281 700 600 118300 32900 17700
282 700 700 129000 571700 13600
283 600 1100 122400 31300 15600
284 600 700 122400 33800 12800
285 800 600 320800 28800 13900
286 900 1500 1109500 34700 17500
287 600 1000 119800 220900 60000
288 600 1100 123600 324500 14000
289 700 1000 728500 41300 24600
290 700 1000 120400 32100 16500
291 700 900 123700 100500 12900
292 700 1100 123300 32900 16000
293 700 700 206600 33400 14200
294 700 1300 132100 34500 15000
295 700 700 128400 31500 12400
296 700 1000 179700 29800 15000
297 700 1000 190500 33300 13900
298 900 1000 132500 34400 65700
299 800 800 130800 36100 11800
300 700 700 138900 32100 47200
301 700 1200 244200 33500 15300
302 700 900 164900 29200 16100
303 600 700 132100 37200 14300
304 700 700 141400 32900 16200
305 700 800 634200 35000 17400
306 700 1300 207000 32200 61900
307 800 1000 135400 39600 30800
308 1500 1000 214300 727700 24500
309 700 1200 160500 34100 16000
310 800 1000 131500 32900 14900
311 600 1000 683500 151500 17000
312 900 1000 140100 34100 16000
313 700 800 144500 35100 15700
314 800 1100 146800 33800 17500
315 700 1000 271100 141700 16500
316 800 1000 150000 105100 18000
317 900 800 140100 41200 14000
318 900 900 143500 36600 16000
319 800 1200 400200 37100 14400
320 800 1900 157500 39700 16300
321 800 1200 1370500 33900 17000
322 800 1200 193400 44800 15500
323 800 1400 148700 42600 16300
324 700 1600 306000 40400 14600
325 700 1000 142900 38300 15200
326 700 800 198700 37100 16000
327 800 800 194000 36900 18700
328 800 1200 294300 114500 15800
329 800 1200 144400 32100 19600
330 800 800 151300 38100 17500
331 700 4800 154000 39900 17700
332 700 900 188500 149600 23100
333 700 1100 248000 37300 15200
334 700 800 148200 39200 13300
335 800 800 163900 41800 19300
336 700 1300 438200 46600 24100
337 800 1000 163200 37000 18700
338 800 800 188400 34200 19500
339 700 700 743000 45800 17000
340 700 1000 276700 37000 22600
341 800 800 177400 40100 17100
342 800 1200 259800 130200 49700
343 1000 1300 171200 39100 19000
344 800 900 174400 40300 21300
345 800 1200 169100 67200 21200
346 800 1100 184200 44300 54300
347 900 1000 266200 44700 24200
348 900 1200 172800 35900 20200
349 800 1100 359000 96900 13800
350 800 1300 173900 45400 17900
351 800 800 171800 39900 19000
352 800 900 179100 45600 19300
353 800 1000 194000 56000 18600
354 800 900 176800 45800 34400
355 700 800 176300 46000 19300
356 700 800 251900 42100 32000
357 900 1200 179200 49300 19100
358 800 1000 291200 71300 36700
359 800 1300 296900 33600 22400
360 800 1200 229400 97700 45400
361 900 1400 256200 59000 22100
362 900 1100 222500 57000 21000
363 900 1200 208200 48000 32500
364 800 1100 239800 51100 16100
365 900 900 190700 42500 20500
366 800 800 180300 44700 20000
367 800 800 220800 45000 19800
368 800 1200 207300 53800 29400
369 900 1200 194300 48900 20600
370 800 900 191800 39800 22700
371 800 900 229700 47000 20300
372 900 1200 677700 45600 90400
373 900 1200 254900 49500 20600
374 800 900 198100 44200 24400
375 900 1000 309200 51800 16800
376 900 1200 211500 53900 17700
377 800 900 182500 84900 15900
378 900 900 184000 47900 20600
379 900 900 192100 87100 18200
380 900 1000 267900 53700 19400
381 800 1200 203500 49200 73300
382 800 900 246600 46700 22400
383 900 900 200700 46600 68900
384 800 900 192700 46200 19700
385 900 900 205900 44300 26400
386 800 1000 204200 51400 23200
387 1000 1000 209900 43500 25900
388 900 900 196700 50000 19700
389 900 900 214800 51800 20000
390 1000 900 193600 49000 19400
391 1000 1200 251400 73700 26300
392 900 900 206300 50800 22400
393 900 900 212500 48700 23300
394 900 1000 211400 56500 19300
395 900 1000 239300 66900 64600
396 800 1000 216200 45900 24300
397 800 900 282600 56600 22600
398 900 1300 217000 50900 23000
399 900 1000 226800 56100 58100
400 900 900 205200 54500 18900
401 900 900 201200 44900 57800
402 900 900 210700 53900 26000
403 900 900 218000 46800 59200
404 900 1000 255200 56100 35000
405 900 1000 222000 97900 27100
406 900 1200 228700 55700 22400
407 900 900 248100 91100 21400
408 900 1200 219900 54100 18300
409 900 900 263300 52500 23000
410 900 900 222200 56300 21700
411 900 1000 260600 52200 24100
412 900 1000 241000 69200 24100
413 900 1000 264900 57400 21800
414 900 1000 235500 52200 27200
415 900 1300 221500 55300 22400
416 1200 1000 227900 57900 23000
417 900 1000 230400 56100 21300
418 900 1000 237800 56500 26600
419 900 1400 234900 57900 23400
420 1000 1100 239900 82700 25000
421 900 1200 248600 59900 25800
422 900 1000 238000 94200 29600
423 900 1100 255200 55000 114100
424 1000 1300 323200 53900 24200
425 1000 1300 261200 62800 27200
426 900 1400 285100 51900 27300
